#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 24 11:24:22 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
116.615	502	116.640	542
116.666	502	116.691	542
116.717	503	116.741	542
116.767	502	116.793	541
116.818	502	116.843	542
116.868	502	116.894	541
116.920	502	116.944	542
116.970	502	116.995	542
117.021	502	117.045	542
117.071	502	117.097	542
117.122	503	117.147	542
117.172	502	117.198	542
117.224	502	117.248	542
117.274	503	117.299	542
117.325	502	117.350	541
117.375	502	117.401	542
117.426	502	117.451	541
117.477	502	117.502	542
117.528	502	117.552	542
117.578	502	117.604	542
117.629	502	117.654	542
117.679	502	117.705	542
117.731	502	117.755	542
117.781	502	117.806	542
117.832	502	117.857	542
