#Creator: pendulumviewEventBuffer
#Creation time: Thu Mar 24 12:07:43 2022
#Time A	Pos A	Time B	Pos B
#[s]	[au]	[s]	[au]
116.310	466	116.335	517
116.361	463	116.385	519
116.411	461	116.437	521
116.462	459	116.487	524
116.512	457	116.538	525
116.564	455	116.588	527
116.614	453	116.639	528
116.665	454	116.689	528
116.715	452	116.741	528
116.766	453	116.792	529
116.816	453	116.842	528
116.868	456	116.893	527
116.918	457	116.943	525
116.969	460	116.995	523
117.019	461	117.045	521
117.070	464	117.096	519
117.121	466	117.146	517
117.172	469	117.197	516
117.222	470	117.248	513
117.273	472	117.299	512
117.323	473	117.349	512
117.375	473	117.400	511
117.425	473	117.450	512
117.476	472	117.502	512
117.526	471	117.552	514
117.577	470	117.603	514
117.627	467	117.653	517
117.679	465	117.704	519
117.729	463	117.754	520
117.780	461	117.806	522
117.830	459	117.856	524
117.881	456	117.907	526
117.932	455	117.957	527
117.983	453	118.008	527
118.033	453	118.059	528
118.084	453	118.110	528
118.134	454	118.160	527
118.186	454	118.211	526
118.236	456	118.261	525
118.287	458	118.313	524
118.337	460	118.363	522
118.388	462	118.414	520
118.438	464	118.464	518
118.490	467	118.515	516
118.540	469	118.565	515
118.591	470	118.617	514
118.641	472	118.667	513
118.692	472	118.718	512
118.743	473	118.768	513
118.794	472	118.819	513
118.844	472	118.870	514
118.895	470	118.921	514
118.945	469	118.971	516
118.997	467	119.022	517
119.047	464	119.072	519
119.098	463	119.124	521
119.148	460	119.174	522
119.199	458	119.225	524
119.249	457	119.275	525
119.301	455	119.326	526
119.351	454	119.376	527
119.402	454	119.428	526
119.452	454	119.478	527
119.503	454	119.529	526
119.554	455	119.579	525
119.605	457	119.630	524
119.655	459	119.681	523
119.706	461	119.732	521
119.756	464	119.782	519
119.808	465	119.833	518
119.858	467	119.883	517
119.909	469	119.935	515
119.959	471	119.985	514
120.010	471	120.036	513
120.061	472	120.086	514
120.112	472	120.137	513
120.162	471	120.187	513
120.213	471	120.239	515
120.263	469	120.289	515
120.314	468	120.340	517
120.365	466	120.390	518
120.416	464	120.441	520
120.466	462	120.492	521
120.517	459	120.543	523
120.567	458	120.593	524
120.619	457	120.644	525
120.669	455	120.694	526
120.720	455	120.746	526
120.770	455	120.796	526
120.821	455	120.847	526
120.872	456	120.897	525
120.923	455	120.948	524
120.973	458	120.998	524
121.024	460	121.050	521
121.074	462	121.100	521
121.125	464	121.151	519
121.176	466	121.201	517
121.227	468	121.252	517
121.278	469	121.303	515
121.328	470	121.354	514
121.379	471	121.404	514
121.430	471	121.455	515
121.481	471	121.505	514
121.531	470	121.557	515
121.582	470	121.607	516
121.632	468	121.658	516
121.684	467	121.708	518
121.734	465	121.759	519
121.785	464	121.809	521
121.835	461	121.861	522
121.886	459	121.911	523
121.936	458	121.962	525
121.988	456	122.012	525
122.038	456	122.063	525
122.089	455	122.114	525
122.139	455	122.165	525
122.190	455	122.215	525
122.241	455	122.266	525
122.292	458	122.316	523
122.342	459	122.368	522
122.393	461	122.418	521
122.443	462	122.469	519
122.495	464	122.519	519
122.545	466	122.570	518
122.596	467	122.621	517
122.646	468	122.672	515
122.697	470	122.722	516
122.747	470	122.773	515
122.799	471	122.823	515
122.849	471	122.874	515
122.900	470	122.925	516
122.950	469	122.976	516
123.001	468	123.026	518
123.052	466	123.077	519
123.103	464	123.127	520
123.153	463	123.179	521
123.204	460	123.229	523
123.254	459	123.280	523
123.306	458	123.330	524
123.356	457	123.381	526
123.407	456	123.432	525
123.457	456	123.483	525
123.508	456	123.533	524
123.558	456	123.584	524
123.610	457	123.634	524
123.660	458	123.685	523
123.711	460	123.736	522
123.761	461	123.787	520
123.812	463	123.837	519
123.863	465	123.888	518
123.914	466	123.938	517
123.964	467	123.990	515
124.015	469	124.040	516
124.065	470	124.091	515
124.117	470	124.141	515
124.167	470	124.192	516
124.218	470	124.243	516
124.268	468	124.294	517
124.319	468	124.345	517
124.369	466	124.395	519
124.421	465	124.446	520
124.471	464	124.496	521
124.522	462	124.548	522
124.572	460	124.598	522
124.623	459	124.649	523
124.674	458	124.699	524
124.725	457	124.750	525
124.775	457	124.801	525
124.826	456	124.852	525
124.876	457	124.902	524
124.928	457	124.953	523
124.978	459	125.003	522
125.029	459	125.055	521
125.079	461	125.105	521
125.130	462	125.156	519
125.181	464	125.206	519
125.232	465	125.257	517
125.282	466	125.307	517
125.333	467	125.359	516
125.383	468	125.409	516
125.434	469	125.460	516
125.485	469	125.510	516
125.536	469	125.561	516
125.586	469	125.612	517
125.637	468	125.663	517
125.687	467	125.713	519
125.739	466	125.764	519
125.789	465	125.814	520
125.840	463	125.866	521
125.890	461	125.916	522
125.941	460	125.967	523
125.992	459	126.017	524
126.043	459	126.068	525
126.093	457	126.118	524
126.144	457	126.170	524
126.194	458	126.220	524
126.245	458	126.271	523
126.296	458	126.321	522
126.347	459	126.372	522
126.397	460	126.423	521
126.448	461	126.474	520
126.498	463	126.524	519
126.550	463	126.575	518
126.600	465	126.625	519
126.651	467	126.677	517
126.701	467	126.727	516
126.752	468	126.778	516
126.803	469	126.828	517
126.854	468	126.879	517
126.904	468	126.929	517
126.955	467	126.981	518
127.005	467	127.031	519
127.056	466	127.082	519
127.107	465	127.132	520
127.158	463	127.183	522
127.208	463	127.234	523
127.259	461	127.285	523
127.309	460	127.335	523
127.361	459	127.386	523
127.411	459	127.436	523
127.462	458	127.488	523
127.512	459	127.538	523
127.563	458	127.589	523
127.614	458	127.639	522
127.665	459	127.690	522
127.715	460	127.741	521
127.766	461	127.792	520
127.816	462	127.842	520
127.867	464	127.893	518
127.918	464	127.943	518
127.969	466	127.994	519
128.020	466	128.045	517
128.070	467	128.096	517
128.121	468	128.146	517
128.172	467	128.197	517
128.223	468	128.247	518
128.273	467	128.299	518
128.324	467	128.349	519
128.374	466	128.400	520
128.426	465	128.450	520
128.476	464	128.501	521
128.527	463	128.552	522
128.577	462	128.603	522
128.628	461	128.653	523
128.678	460	128.704	523
128.730	459	128.754	523
128.780	458	128.805	523
128.831	459	128.856	523
128.881	458	128.907	522
128.932	459	128.957	522
128.983	459	129.008	521
129.034	460	129.058	520
129.084	461	129.110	520
129.135	462	129.160	520
129.185	463	129.211	519
129.237	464	129.261	518
129.287	465	129.312	518
129.338	465	129.363	517
129.388	466	129.414	518
129.439	467	129.464	517
129.489	467	129.515	517
129.541	467	129.565	517
129.591	467	129.616	519
129.642	466	129.667	519
129.692	466	129.718	519
129.743	465	129.768	520
129.794	464	129.819	521
129.845	463	129.869	521
129.895	462	129.921	522
129.946	461	129.971	522
129.996	461	130.022	522
130.048	460	130.072	523
130.098	460	130.123	523
130.149	459	130.174	523
130.199	459	130.225	523
130.250	460	130.275	523
130.301	460	130.326	522
130.352	460	130.376	521
130.402	461	130.427	520
130.453	461	130.478	519
130.503	463	130.529	520
130.554	464	130.579	519
130.605	464	130.630	518
130.656	465	130.680	518
130.706	466	130.732	518
130.757	466	130.782	517
130.807	466	130.833	518
130.859	467	130.883	518
130.909	466	130.934	518
130.960	466	130.985	519
131.010	466	131.036	519
131.061	465	131.087	520
131.112	464	131.137	521
131.163	463	131.188	521
131.213	463	131.238	521
131.264	462	131.290	522
131.314	461	131.340	522
131.365	461	131.391	523
131.416	460	131.441	523
131.467	460	131.492	523
131.517	459	131.543	522
131.568	460	131.594	522
131.618	460	131.644	521
131.670	461	131.695	521
131.720	461	131.745	521
131.771	462	131.797	520
131.821	462	131.847	519
131.872	464	131.898	519
131.923	464	131.948	518
131.974	465	131.999	518
132.024	465	132.049	518
132.075	465	132.101	518
132.125	465	132.151	518
132.176	466	132.202	518
132.227	466	132.252	519
132.278	466	132.303	519
132.328	466	132.354	519
132.379	465	132.405	520
132.429	465	132.455	520
132.481	464	132.506	521
132.531	463	132.556	522
132.582	462	132.608	521
132.632	461	132.658	523
132.683	461	132.709	522
132.734	461	132.759	522
132.785	461	132.810	522
132.835	461	132.861	522
132.886	460	132.912	521
132.936	460	132.962	521
132.987	461	133.013	521
133.038	461	133.063	520
133.089	462	133.114	519
133.139	462	133.165	520
133.190	463	133.216	519
133.240	463	133.266	519
133.292	464	133.317	518
133.342	465	133.367	518
133.393	465	133.419	519
133.443	466	133.469	519
133.494	465	133.520	518
133.545	465	133.570	519
133.596	465	133.621	520
133.646	465	133.672	519
133.697	465	133.723	520
133.747	464	133.773	521
133.798	464	133.824	521
133.849	463	133.874	521
133.900	463	133.925	522
133.950	462	133.976	522
134.001	462	134.027	522
134.051	461	134.077	522
134.103	461	134.128	522
134.153	461	134.178	522
134.204	461	134.230	521
134.254	461	134.280	521
134.305	461	134.331	521
134.356	461	134.381	520
134.407	462	134.432	520
134.457	462	134.483	519
134.508	463	134.534	519
134.558	463	134.584	519
134.609	464	134.635	519
134.660	464	134.685	519
134.711	464	134.736	518
134.761	465	134.787	519
134.812	465	134.838	519
134.862	465	134.888	520
134.914	465	134.939	520
134.964	465	134.989	520
135.015	464	135.041	520
135.065	464	135.091	521
135.116	464	135.142	521
135.167	463	135.192	521
135.218	463	135.243	522
135.268	462	135.294	522
135.319	462	135.345	522
135.369	461	135.395	521
135.421	461	135.446	521
135.471	460	135.496	522
135.522	461	135.547	521
135.572	461	135.598	521
135.623	461	135.649	520
135.673	462	135.699	520
135.725	461	135.750	520
135.775	462	135.800	519
135.826	463	135.852	520
135.876	464	135.902	519
135.927	464	135.953	519
135.978	464	136.003	519
136.029	465	136.054	519
136.079	464	136.105	519
136.130	466	136.156	518
136.180	465	136.206	519
136.232	464	136.257	520
136.282	465	136.307	520
136.333	465	136.358	521
136.383	464	136.409	521
136.434	464	136.460	522
136.484	463	136.510	521
136.536	463	136.561	521
136.586	463	136.611	521
136.637	462	136.663	521
136.687	461	136.713	521
136.738	461	136.764	521
136.789	462	136.814	521
136.840	461	136.865	521
136.890	462	136.916	520
136.941	461	136.967	520
136.991	462	137.017	520
137.043	463	137.068	519
137.093	462	137.118	520
137.144	463	137.169	519
137.194	464	137.220	520
137.245	463	137.271	519
137.295	464	137.321	519
137.347	464	137.372	519
137.397	465	137.422	519
137.448	464	137.474	520
137.498	465	137.524	520
137.549	465	137.575	520
137.600	464	137.625	520
137.651	464	137.676	520
137.701	464	137.727	521
137.752	463	137.778	521
137.802	464	137.828	521
137.854	463	137.879	521
137.904	463	137.929	521
137.955	462	137.981	521
138.005	461	138.031	521
138.056	462	138.082	521
138.106	461	138.132	521
138.158	462	138.183	521
138.208	461	138.233	520
138.259	461	138.285	520
138.309	462	138.335	520
138.360	462	138.386	519
138.411	462	138.436	519
138.462	463	138.487	519
138.512	463	138.538	519
138.563	463	138.589	519
138.613	464	138.639	520
138.665	464	138.690	519
138.715	464	138.740	520
138.766	464	138.792	520
138.816	465	138.842	521
138.867	464	138.893	520
138.917	464	138.943	520
138.969	464	138.994	520
139.019	464	139.044	521
139.070	463	139.096	521
139.120	463	139.146	521
139.171	463	139.197	521
139.222	462	139.247	521
139.273	462	139.298	521
139.323	462	139.349	521
139.374	462	139.400	521
139.424	462	139.450	521
139.476	462	139.501	521
139.526	461	139.551	521
139.577	461	139.603	520
139.627	462	139.653	520
139.678	462	139.704	520
139.728	463	139.754	520
139.780	464	139.805	520
139.830	463	139.855	519
139.881	463	139.907	520
139.931	464	139.957	519
139.982	464	140.008	519
140.034	464	140.058	519
140.084	464	140.109	520
140.135	464	140.160	520
140.185	464	140.211	521
140.236	464	140.261	520
140.287	464	140.312	521
140.338	464	140.362	521
140.388	463	140.414	521
140.439	464	140.464	521
140.489	463	140.515	521
140.541	463	140.565	521
140.591	463	140.616	521
140.642	463	140.666	521
140.692	462	140.718	522
140.743	462	140.768	521
140.793	462	140.819	521
140.845	462	140.869	521
140.895	462	140.920	520
140.946	462	140.971	520
140.996	462	141.022	520
141.047	463	141.072	519
141.098	463	141.123	519
141.149	463	141.173	519
141.199	464	141.225	519
141.250	463	141.275	519
141.300	464	141.326	519
141.352	464	141.376	520
141.402	464	141.427	520
141.453	464	141.477	520
141.503	464	141.529	520
141.554	464	141.579	520
141.604	464	141.630	521
141.656	463	141.680	521
141.706	463	141.731	522
141.757	463	141.782	521
141.807	463	141.833	522
141.858	463	141.883	521
141.909	463	141.934	520
141.960	462	141.984	521
142.010	462	142.036	521
142.061	463	142.086	521
142.111	462	142.137	520
142.163	462	142.187	521
142.213	462	142.238	520
142.264	462	142.288	520
142.314	462	142.340	520
142.365	463	142.390	520
142.415	463	142.441	519
142.467	463	142.491	520
142.517	464	142.542	520
142.568	463	142.593	520
142.618	463	142.644	520
142.669	464	142.694	520
142.720	464	142.745	521
142.771	464	142.795	521
142.821	463	142.847	521
142.872	464	142.897	521
142.922	463	142.948	521
142.974	464	142.998	521
143.024	463	143.049	521
143.075	463	143.099	521
143.125	463	143.151	522
143.176	464	143.202	522
143.226	463	143.252	521
143.278	463	143.303	521
143.328	462	143.353	521
143.379	463	143.405	521
143.429	463	143.455	520
143.480	462	143.506	520
143.531	462	143.556	520
143.582	462	143.607	520
143.632	462	143.658	520
143.683	462	143.709	520
143.733	463	143.759	520
143.785	462	143.810	520
143.835	464	143.860	520
143.886	463	143.912	520
143.936	464	143.962	520
143.987	464	144.013	520
144.037	464	144.063	520
144.089	464	144.114	521
144.139	464	144.164	521
144.190	464	144.216	521
144.240	464	144.266	521
144.291	463	144.317	521
144.342	464	144.367	521
144.393	463	144.418	521
144.443	462	144.469	521
144.494	463	144.520	521
144.544	463	144.570	520
144.596	463	144.621	521
144.646	462	144.671	520
144.697	462	144.723	520
144.747	463	144.773	520
144.798	462	144.824	520
